rn,seqtab.match,rd_post_merge,rd_no_off,study,kelp_species,extraction_kit,wild_or_farmed,kelp_age_days,kelp_lifestage,id,sample_target,location,region,date_sampled,year_sampled,month_sampled,day_sampled,spore_release_date,library,treatment,diseased_tank,pink_health,remove_duplicate,area_swabbed,dual_swab,keep_dual_swab,with_kelp,sample_type,notes,tank_id,cycle_number,extra_DMSO_2percent_VbyV
airline_saccharina_20221114_116_S83-_-4,airline_saccharina_20221114_116_S83-_-4,17216,17214,cascadia,Saccharina latissima,zymo,farmed,9,Nursery,,airline,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,no,,n,,,,yes,,day_before_moving_to_raceway,20-down,35,no
airline_alaria_20221114_100_S187-_-4,airline_alaria_20221114_100_S187-_-4,1954,1772,cascadia,Alaria marginata,zymo,farmed,9,Nursery,,airline,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,no,,n,,,,yes,,day_before_moving_to_raceway,30-up,35,no
airline_alaria_20221114_104_S98-_-4,airline_alaria_20221114_104_S98-_-4,13228,13228,cascadia,Alaria marginata,zymo,farmed,9,Nursery,,airline,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,no,,n,,,,yes,,day_before_moving_to_raceway,24-down,35,no
airline_alaria_20221114_96_S175-_-4,airline_alaria_20221114_96_S175-_-4,14866,14853,cascadia,Alaria marginata,zymo,farmed,9,Nursery,,airline,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,no,,n,,,,yes,,day_before_moving_to_raceway,29-up,35,no
airline_saccharina_20221212_265_S127-_-4,airline_saccharina_20221212_265_S127-_-4,40265,40260,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,airline,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,difco,no,,n,,,,yes,,,,35,yes
airline_saccharina_20221212_262_S121-_-4,airline_saccharina_20221212_262_S121-_-4,45753,45753,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,airline,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,litorimonas,no,,n,,,,yes,,,,35,yes
airline_saccharina_20221212_268_S134-_-4,airline_saccharina_20221212_268_S134-_-4,32003,32003,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,airline,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,maribacter,no,,n,,,,yes,,,,,
airline_saccharina_20221212_259_S117-_-4,airline_saccharina_20221212_259_S117-_-4,48252,47910,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,airline,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,sulfitobacter2,no,,n,,,,yes,,,,,
water_saccharina_20221124_161_S279-_-4,water_saccharina_20221124_161_S279-_-4,32699,32689,cascadia,seawater,zymo,farmed,19,Nursery,,seawater,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,original,control,no,seawater,n,,,y,yes,,,,35,yes
water_saccharina_20221124_162_S61-_-4,water_saccharina_20221124_162_S61-_-4,52022,51962,cascadia,seawater,zymo,farmed,19,Nursery,,seawater,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,original,control,no,seawater,n,,,y,yes,,,,35,yes
water_saccharina_20221115_147_S262-_-4,water_saccharina_20221115_147_S262-_-4,78195,67913,cascadia,seawater,zymo,farmed,10,Nursery,,seawater,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,control,pink_symptomatic,seawater,n,,,y,yes,,"pre-media change, some pink rings",e2,35,yes
water_saccharina_20221115_148_S100-_-4,water_saccharina_20221115_148_S100-_-4,38625,34974,cascadia,seawater,zymo,farmed,10,Nursery,,seawater,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,control,pink_symptomatic,seawater,n,,,y,yes,,"pre-media change, some pink rings",e2,,
water_saccharina_20221115_127_S35-_-4,water_saccharina_20221115_127_S35-_-4,82109,80604,cascadia,seawater,zymo,farmed,10,Nursery,,seawater,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,sulfitobacter2,pink_symptomatic,seawater,n,,,,yes,,"pre-media change, pink rings all over spools",s1,35,yes
water_saccharina_20221115_128_S36-_-4,water_saccharina_20221115_128_S36-_-4,33867,33734,cascadia,seawater,zymo,farmed,10,Nursery,,seawater,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,sulfitobacter2,pink_symptomatic,seawater,n,,,,yes,,"pre-media change, pink rings all over spools",s1,,
water_saccharina_20221115_142_S48-_-4,water_saccharina_20221115_142_S48-_-4,95111,94203,cascadia,seawater,zymo,farmed,10,Nursery,,seawater,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,difco,pink_symptomatic,seawater,n,,,,yes,,"pre-media change, some pink rings",d1,,
water_saccharina_20221212_246_S93-_-4,water_saccharina_20221212_246_S93-_-4,28333,28233,cascadia,seawater,zymo,farmed,37,Nursery,,seawater,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,control,green_symptomatic,,n,,,,yes,,,,,
water_saccharina_20221212_247_S95-_-4,water_saccharina_20221212_247_S95-_-4,8240,8229,cascadia,seawater,zymo,farmed,37,Nursery,,seawater,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,control,green_symptomatic,,n,,,,yes,,,,,
aquaria_water_pre_spool_added_saccharina_2022116_44_S310-_-4,aquaria_water_pre_spool_added_saccharina_2022116_44_S310-_-4,23627,23574,cascadia,seawater,zymo,farmed,1,Nursery,,seawater,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,control,no,,n,,238,y,no,,,,35,no
innoc_water_pre_spores_saccharina_2022115_23_S5-_-4,innoc_water_pre_spores_saccharina_2022115_23_S5-_-4,22981,22981,cascadia,seawater,zymo,farmed,0,Nursery,,seawater,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,maribacter,no,,n,,224,n,no,,,,,
innoc_water_pre_spores_saccharina_2022115_24_S6-_-4,innoc_water_pre_spores_saccharina_2022115_24_S6-_-4,34836,34828,cascadia,seawater,zymo,farmed,0,Nursery,,seawater,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,maribacter,no,,n,,224,n,no,,,,25,no
innoc_water_pre_spores_saccharina_2022115_21_S3-_-4,innoc_water_pre_spores_saccharina_2022115_21_S3-_-4,5858,5850,cascadia,seawater,zymo,farmed,0,Nursery,,seawater,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,litorimonas,no,,n,,,,no,,,,,
innoc_water_pre_spores_saccharina_2022115_22_S4-_-4,innoc_water_pre_spores_saccharina_2022115_22_S4-_-4,29491,29477,cascadia,seawater,zymo,farmed,0,Nursery,,seawater,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,litorimonas,no,,n,,231,n,no,,,,35,no
innoc_water_pre_spores_saccharina_2022115_20_S2-_-4,innoc_water_pre_spores_saccharina_2022115_20_S2-_-4,5999,5991,cascadia,seawater,zymo,farmed,0,Nursery,,seawater,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,difco,no,,n,,237,n,no,,,,,
innoc_water_pre_spores_saccharina_2022115_26_S8-_-4,innoc_water_pre_spores_saccharina_2022115_26_S8-_-4,21714,21714,cascadia,seawater,zymo,farmed,0,Nursery,,seawater,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,sulfitobacter2,no,,n,,237,y,no,,,,35,no
innoc_water_pre_spores_saccharina_2022115_19_S1-_-4,innoc_water_pre_spores_saccharina_2022115_19_S1-_-4,10782,10707,cascadia,seawater,zymo,farmed,0,Nursery,,seawater,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,difco,no,,n,,239,y,no,,,,,
innoc_water_pre_spores_saccharina_2022115_25_S7-_-4,innoc_water_pre_spores_saccharina_2022115_25_S7-_-4,35539,35524,cascadia,seawater,zymo,farmed,0,Nursery,,seawater,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,sulfitobacter2,no,,n,,239,n,no,,,,35,no
aquaria_water_pre_spool_added_saccharina_2022116_45_S9-_-4,aquaria_water_pre_spool_added_saccharina_2022116_45_S9-_-4,6978,6978,cascadia,seawater,zymo,farmed,1,Nursery,,seawater,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,difco,no,,n,,,,no,,,,,
aquaria_water_pre_spool_added_saccharina_2022116_46_S10-_-4,aquaria_water_pre_spool_added_saccharina_2022116_46_S10-_-4,28849,28801,cascadia,seawater,zymo,farmed,1,Nursery,,seawater,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,difco,no,,n,,,,no,,,,35,yes
aquaria_water_pre_spool_added_saccharina_2022116_47_S11-_-4,aquaria_water_pre_spool_added_saccharina_2022116_47_S11-_-4,25632,25624,cascadia,seawater,zymo,farmed,1,Nursery,,seawater,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,litorimonas,no,,n,,,,no,,sulfitobacter2 water likely dripped in (overflowed),,35,yes
aquaria_water_pre_spool_added_saccharina_2022116_48_S12-_-4,aquaria_water_pre_spool_added_saccharina_2022116_48_S12-_-4,10397,10397,cascadia,seawater,zymo,farmed,1,Nursery,,seawater,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,litorimonas,no,,n,,,,no,,sulfitobacter2 water likely dripped in (overflowed),,35,yes
aquaria_water_pre_spool_added_saccharina_2022116_49_S13-_-4,aquaria_water_pre_spool_added_saccharina_2022116_49_S13-_-4,31167,31160,cascadia,seawater,zymo,farmed,1,Nursery,,seawater,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,maribacter,no,,n,,,,no,,,,35,yes
aquaria_water_pre_spool_added_saccharina_2022116_50_S14-_-4,aquaria_water_pre_spool_added_saccharina_2022116_50_S14-_-4,30859,30844,cascadia,seawater,zymo,farmed,1,Nursery,,seawater,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,maribacter,no,,n,,,,no,,,,,
aquaria_water_pre_spool_added_saccharina_2022116_51_S15-_-4,aquaria_water_pre_spool_added_saccharina_2022116_51_S15-_-4,30306,30306,cascadia,seawater,zymo,farmed,1,Nursery,,seawater,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,sulfitobacter2,no,,n,,,,no,,,,,
aquaria_water_pre_spool_added_saccharina_2022116_52_S16-_-4,aquaria_water_pre_spool_added_saccharina_2022116_52_S16-_-4,3623,3617,cascadia,seawater,zymo,farmed,1,Nursery,,seawater,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,sulfitobacter2,no,,n,,,,no,,,,,
innoc_water_pre_spores_saccharina_2022115_29_S370-_-4,innoc_water_pre_spores_saccharina_2022115_29_S370-_-4,21627,21500,cascadia,seawater,zymo,farmed,0,Nursery,,seawater,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,control,no,,n,,,,no,,,,,
innoc_water_pre_spores_saccharina_2022115_30_S5-_-4,innoc_water_pre_spores_saccharina_2022115_30_S5-_-4,9710,9623,cascadia,seawater,zymo,farmed,0,Nursery,,seawater,Farm 3,BC,2022-11-05,2022,11,5,2022-11-05,original,control,no,,n,,,,no,,,,,
aquaria_water_pre_spool_added_saccharina_2022116_43_S353-_-4,aquaria_water_pre_spool_added_saccharina_2022116_43_S353-_-4,23194,23140,cascadia,seawater,zymo,farmed,1,Nursery,,seawater,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,control,no,,n,,,,no,,,,,
water_saccharina_20221115_137_S221-_-3,water_saccharina_20221115_137_S221-_-3,31347,27013,cascadia,seawater,zymo,farmed,10,Nursery,,seawater,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,galliano,difco,no,,n,,,,yes,,pre-media change,,35,yes
water_137_bacterial_manipulation_7_S321-_-5,water_137_bacterial_manipulation_7_S321-_-5,13380,13380,cascadia,seawater,zymo,farmed,10,Nursery,,seawater,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,tree,difco,no,,n,,,,yes,,,,,
water_saccharina_20221115_132_S40-_-4,water_saccharina_20221115_132_S40-_-4,93830,91531,cascadia,seawater,zymo,farmed,10,Nursery,,seawater,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,litorimonas,no,,n,,,,yes,,pre-media change,,,
water_saccharina_20221115_137_S221-_-4,water_saccharina_20221115_137_S221-_-4,31347,27013,cascadia,seawater,zymo,farmed,10,Nursery,,seawater,Farm 3,BC,2022-11-15,2022,11,15,,,difco,no,,n,,,,yes,,,,,
water_saccharina_20221116_157_S56-_-4,water_saccharina_20221116_157_S56-_-4,84594,84124,cascadia,seawater,zymo,farmed,11,Nursery,,seawater,Farm 3,BC,2022-11-16,2022,11,16,2022-11-05,original,difco,no,,n,,,,yes,,water samples ~12h after adding new bacteria (after media change),,,
water_saccharina_20221116_160_S60-_-4,water_saccharina_20221116_160_S60-_-4,13348,13163,cascadia,seawater,zymo,farmed,11,Nursery,,seawater,Farm 3,BC,2022-11-16,2022,11,16,2022-11-05,original,litorimonas,no,,n,,,,yes,,water samples ~12h after adding new bacteria (after media change),,35,yes
water_saccharina_20221116_158_S57-_-4,water_saccharina_20221116_158_S57-_-4,69217,68949,cascadia,seawater,zymo,farmed,11,Nursery,,seawater,Farm 3,BC,2022-11-16,2022,11,16,2022-11-05,original,maribacter,no,,n,,,,yes,,water samples ~12h after adding new bacteria (after media change),,35,yes
water_saccharina_20221124_163_S62-_-4,water_saccharina_20221124_163_S62-_-4,64582,64517,cascadia,seawater,zymo,farmed,19,Nursery,,seawater,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,original,difco,no,,n,,,,yes,,,,,
water_saccharina_20221124_167_S63-_-4,water_saccharina_20221124_167_S63-_-4,14664,14120,cascadia,seawater,zymo,farmed,19,Nursery,,seawater,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,original,sulfitobacter2,no,,n,,,,yes,,,,35,yes
water_saccharina_20221124_168_S64-_-4,water_saccharina_20221124_168_S64-_-4,40472,39778,cascadia,seawater,zymo,farmed,19,Nursery,,seawater,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,original,sulfitobacter2,no,,n,,,,yes,,,,,
water_alaria_20221114_101_S42-_-4,water_alaria_20221114_101_S42-_-4,14629,14622,cascadia,seawater,zymo,farmed,9,Nursery,,seawater,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,no,,n,,,,yes,,day_before_moving_to_raceway,24-down,35,yes
water_alaria_20221114_93_S202-_-4,water_alaria_20221114_93_S202-_-4,24336,24285,cascadia,seawater,zymo,farmed,9,Nursery,,seawater,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,no,,n,,,,yes,,day_before_moving_to_raceway,29-up,35,yes
water_alaria_20221114_97_S161-_-4,water_alaria_20221114_97_S161-_-4,1685,1678,cascadia,seawater,zymo,farmed,9,Nursery,,seawater,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,no,,n,,,,yes,,day_before_moving_to_raceway,30-up,35,yes
water_saccharina_20221114_115_S58-_-4,water_saccharina_20221114_115_S58-_-4,3406,3406,cascadia,seawater,zymo,farmed,9,Nursery,,seawater,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,no,,n,,,,yes,,day_before_moving_to_raceway,20-down,35,yes
water_105_nursery_monitoring_1_S95-_-5,water_105_nursery_monitoring_1_S95-_-5,32196,32193,cascadia,seawater,zymo,farmed,9,Nursery,,seawater,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,tree,control,no,,n,,,,yes,,,,,
water_109_nursery_monitoring_4_S255-_-5,water_109_nursery_monitoring_4_S255-_-5,11951,11951,cascadia,seawater,zymo,farmed,9,Nursery,,seawater,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,tree,control,no,,n,,,,yes,,,,,
water_saccharina_20221116_156_S55-_-4,water_saccharina_20221116_156_S55-_-4,17562,15778,cascadia,seawater,zymo,farmed,11,Nursery,,seawater,Farm 3,BC,2022-11-16,2022,11,16,2022-11-05,original,control,no,,n,,,n,yes,,water samples ~12h after adding new bacteria (after media change),,,
water_saccharina_20221212_252_S105-_-4,water_saccharina_20221212_252_S105-_-4,6594,6582,cascadia,seawater,zymo,farmed,37,Nursery,,seawater,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,difco,no,,n,,,,yes,,,,,
water_saccharina_20221212_250_S101-_-4,water_saccharina_20221212_250_S101-_-4,60628,59454,cascadia,seawater,zymo,farmed,37,Nursery,,seawater,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,litorimonas,no,,n,,,,yes,,,,,
water_saccharina_20221212_251_S103-_-4,water_saccharina_20221212_251_S103-_-4,34852,34667,cascadia,seawater,zymo,farmed,37,Nursery,,seawater,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,litorimonas,no,,n,,,,yes,,,,,
water_250_bacterial_manipulation_7_S291-_-5,water_250_bacterial_manipulation_7_S291-_-5,15591,15591,cascadia,seawater,zymo,farmed,37,Nursery,,seawater,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,tree,litorimonas,no,,n,,,,yes,,,,,
water_saccharina_20221212_254_S108-_-4,water_saccharina_20221212_254_S108-_-4,29987,29717,cascadia,seawater,zymo,farmed,37,Nursery,,seawater,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,maribacter,no,,n,,,,yes,,,,,
water_saccharina_20221212_248_S97-_-4,water_saccharina_20221212_248_S97-_-4,40060,39736,cascadia,seawater,zymo,farmed,37,Nursery,,seawater,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,sulfitobacter2,no,,n,,,,yes,,,,,
water_saccharina_20221212_249_S99-_-4,water_saccharina_20221212_249_S99-_-4,34405,34196,cascadia,seawater,zymo,farmed,37,Nursery,,seawater,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,sulfitobacter2,no,,n,,,,yes,,,,,
water_248_bacterial_manipulation_7_S260-_-5,water_248_bacterial_manipulation_7_S260-_-5,27675,27672,cascadia,seawater,zymo,farmed,37,Nursery,,seawater,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,tree,sulfitobacter2,no,,n,,,,yes,,,,,
water_saccharina_20221116_159a_S58-_-4,water_saccharina_20221116_159a_S58-_-4,96475,96179,cascadia,seawater,zymo,farmed,11,Nursery,,seawater,Farm 3,BC,2022-11-16,2022,11,16,2022-11-05,original,sulfitobacter2,pink_symptomatic,,n,,,,yes,,water samples ~12h after adding new bacteria (after media change),,35,yes
water_saccharina_20221116_159b_S59-_-4,water_saccharina_20221116_159b_S59-_-4,36631,35883,cascadia,seawater,zymo,farmed,11,Nursery,,seawater,Farm 3,BC,2022-11-16,2022,11,16,2022-11-05,original,sulfitobacter2,pink_symptomatic,,n,,,,yes,,water samples ~12h after adding new bacteria (after media change),,35,yes
spool_saccharina_20221124_177_S312-_-4,spool_saccharina_20221124_177_S312-_-4,63725,61222,cascadia,Saccharina latissima,zymo,farmed,19,Nursery,,spool,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,original,control,no,healthy_control,n,,,y,yes,,,,,
NA_NA_NANANA_781_S383-_-4,NA_NA_NANANA_781_S383-_-4,23484,16668,cascadia,Saccharina latissima,zymo,farmed,10,Nursery,,spool,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,sulfitobacter2,pink_symptomatic,pink_diseased,n,leading_edge,32,y,yes,,"pre-media change, pink rings all over spools",p7,,
spool_saccharina_20221115_129_S37-_-4,spool_saccharina_20221115_129_S37-_-4,35574,35564,cascadia,Saccharina latissima,zymo,farmed,10,Nursery,,spool,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,sulfitobacter2,pink_symptomatic,pink_diseased,n,leading_edge,33,y,yes,,"pre-media change, pink rings all over spools",p7,,
spool_saccharina_20221115_130_S38-_-4,spool_saccharina_20221115_130_S38-_-4,42678,42633,cascadia,Saccharina latissima,zymo,farmed,10,Nursery,,spool,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,sulfitobacter2,pink_symptomatic,pink_diseased,n,leading_edge,34,y,yes,,"pre-media change, pink rings all over spools",p7,,
spool_saccharina_20221115_144_S49-_-4,spool_saccharina_20221115_144_S49-_-4,31255,31025,cascadia,Saccharina latissima,zymo,farmed,10,Nursery,,spool,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,maribacter,pink_symptomatic,pink_diseased,n,leading_edge,30,y,yes,,"pre-media change, some pink rings",p8,35,yes
spool_saccharina_20221115_145_S50-_-4,spool_saccharina_20221115_145_S50-_-4,53461,53173,cascadia,Saccharina latissima,zymo,farmed,10,Nursery,,spool,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,maribacter,pink_symptomatic,pink_diseased,n,leading_edge,31,y,yes,,"pre-media change, some pink rings",p8,35,yes
spool_saccharina_20221115_150_S68-_-4,spool_saccharina_20221115_150_S68-_-4,39247,39009,cascadia,Saccharina latissima,zymo,farmed,10,Nursery,,spool,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,control,pink_symptomatic,pink_diseased,n,leading_edge,29,y,yes,,"pre-media change, some pink rings",p9,35,yes
spool_saccharina_20221124_176_S197-_-4,spool_saccharina_20221124_176_S197-_-4,42439,41980,cascadia,Saccharina latissima,zymo,farmed,19,Nursery,,spool,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,original,control,pink_symptomatic,pink_diseased,n,,,,yes,,,,35,yes
spool_saccharina_20221115_149_S101-_-4,spool_saccharina_20221115_149_S101-_-4,44093,43520,cascadia,Saccharina latissima,zymo,farmed,10,Nursery,,spool,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,control,pink_symptomatic,pink_diseased_duplicate,y,leading_edge,28,n,yes,,"pre-media change, some pink rings",p9,35,yes
healthy_alaria_20221114_119_S27-_-4,healthy_alaria_20221114_119_S27-_-4,57674,52178,cascadia,Alaria marginata,zymo,farmed,9,Nursery,,spool,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,green_asymptomatic,green_healthy,n,,,,yes,,,,35,yes
healthy_alaria_20221114_121_S29-_-4,healthy_alaria_20221114_121_S29-_-4,19739,13958,cascadia,Alaria marginata,zymo,farmed,9,Nursery,,spool,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,green_asymptomatic,green_healthy,n,,,,yes,,,,25,yes
disease_alaria_20221114_120_S28-_-4,disease_alaria_20221114_120_S28-_-4,34848,32533,cascadia,Alaria marginata,zymo,farmed,9,Nursery,,spool,Farm 3,BC,2022-11-14,2022,11,14,2022-11-05,original,control,green_symptomatic,green_diseased,n,,,,yes,,,,,
spool_saccharina_20221212_257_S112-_-4,spool_saccharina_20221212_257_S112-_-4,1130,1121,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,control,green_symptomatic,,n,,,,yes,,,,,
spool_saccharina_20221212_258_S114-_-4,spool_saccharina_20221212_258_S114-_-4,13092,12756,cascadia,Saccharina latissima,zymo,farmed,37,Nursery,,spool,Farm 3,BC,2022-12-12,2022,12,12,2022-11-05,original,control,green_symptomatic,,n,,,,yes,,,,35,yes
spool_during_transfer_saccharina_2022116_69_S24-_-4,spool_during_transfer_saccharina_2022116_69_S24-_-4,27240,26584,cascadia,Saccharina latissima,zymo,farmed,1,Nursery,,spool,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,difco,no,,n,,,,yes,,,,35,yes
spool_during_transfer_saccharina_2022116_75_S25-_-4,spool_during_transfer_saccharina_2022116_75_S25-_-4,19830,18796,cascadia,Saccharina latissima,zymo,farmed,1,Nursery,,spool,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,sulfitobacter2,no,,n,,,,yes,,,,35,yes
spool_during_transfer_saccharina_2022116_76_S26-_-4,spool_during_transfer_saccharina_2022116_76_S26-_-4,4303,4246,cascadia,Saccharina latissima,zymo,farmed,1,Nursery,,spool,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,sulfitobacter2,no,,n,,,,yes,,,,35,no
sterile_sori_8_bacterial_manipulation_2_S97-_-5,sterile_sori_8_bacterial_manipulation_2_S97-_-5,39128,38275,cascadia,Saccharina latissima,zymo,farmed,1,Nursery,,spool,Farm 3,BC,2022-11-06,2022,11,5,2022-11-05,tree,control,no,,n,,,,yes,,,,,
spool_saccharina_20221115_139_S45-_-4,spool_saccharina_20221115_139_S45-_-4,27388,27102,cascadia,Saccharina latissima,zymo,farmed,10,Nursery,,spool,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,difco,no,,n,,,,yes,,pre-media change,,,
spool_saccharina_20221115_140_S46-_-4,spool_saccharina_20221115_140_S46-_-4,29464,29117,cascadia,Saccharina latissima,zymo,farmed,10,Nursery,,spool,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,difco,no,,n,,,,yes,,pre-media change,,,
spool_saccharina_20221115_134_S41-_-4,spool_saccharina_20221115_134_S41-_-4,51691,51464,cascadia,Saccharina latissima,zymo,farmed,10,Nursery,,spool,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,litorimonas,no,,n,,,,yes,,pre-media change,,,
spool_saccharina_20221115_135_S42-_-4,spool_saccharina_20221115_135_S42-_-4,23082,23031,cascadia,Saccharina latissima,zymo,farmed,10,Nursery,,spool,Farm 3,BC,2022-11-15,2022,11,15,2022-11-05,original,litorimonas,no,,n,,,,yes,,pre-media change,,,
spool_during_transfer_saccharina_2022116_67_S223-_-4,spool_during_transfer_saccharina_2022116_67_S223-_-4,23972,23787,cascadia,Saccharina latissima,zymo,farmed,1,Nursery,,spool,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,control,no,,n,,,,yes,,,,,
spool_during_transfer_saccharina_2022116_68_S145-_-4,spool_during_transfer_saccharina_2022116_68_S145-_-4,16971,16610,cascadia,Saccharina latissima,zymo,farmed,1,Nursery,,spool,Farm 3,BC,2022-11-06,2022,11,6,2022-11-05,original,control,no,,n,,,,yes,,,,35,no
spool_saccharina_20221124_178_S68-_-4,spool_saccharina_20221124_178_S68-_-4,62373,62119,cascadia,Saccharina latissima,zymo,farmed,19,Nursery,,spool,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,original,difco,no,,n,,,,yes,,,,,
spool_saccharina_20221124_179_S69-_-4,spool_saccharina_20221124_179_S69-_-4,61950,61825,cascadia,Saccharina latissima,zymo,farmed,19,Nursery,,spool,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,original,difco,no,,n,,,,yes,,,,,
spool_saccharina_20221124_184_S74-_-4,spool_saccharina_20221124_184_S74-_-4,55865,55835,cascadia,Saccharina latissima,zymo,farmed,19,Nursery,,spool,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,original,litorimonas,no,,n,,,,yes,,,,35,yes
spool_saccharina_20221124_185_S75-_-4,spool_saccharina_20221124_185_S75-_-4,30986,30983,cascadia,Saccharina latissima,zymo,farmed,19,Nursery,,spool,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,original,litorimonas,no,,n,,,,yes,,,,,
spool_saccharina_20221124_181_S284-_-3,spool_saccharina_20221124_181_S284-_-3,59402,59253,cascadia,Saccharina latissima,zymo,farmed,19,Nursery,,spool,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,galliano,maribacter,no,,n,,,,yes,,,,35,yes
spool_saccharina_20221124_180_S70-_-4,spool_saccharina_20221124_180_S70-_-4,45795,45763,cascadia,Saccharina latissima,zymo,farmed,19,Nursery,,spool,Farm 3,BC,2022-11-24,2022,11,24,2022-11-05,original,maribacter,no,,n,,,,yes,,,,,
